neighbourhood,room_type,price,minimum_nights,availability_365,accommodates,District,rental_type,license_disclosed
Annex,Entire home/apt,110,31,302,5,Toronto,Long-term rental,No
York University Heights,Private room,114,28,365,1,North York,Short-term rental,Yes
Church Yonge Corridor,Entire home/apt,180,28,152,3,Toronto,Short-term rental,No
Danforth,Private room,41,28,329,1,Toronto,Short-term rental,Yes
Church Yonge Corridor,Shared room,42,2,63,2,Toronto,Short-term rental,Yes
Glenfield Jane Heights,Private room,41,4,38,1,North York,Short-term rental,Yes
High Park Swansea,Entire home/apt,150,28,341,2,Toronto,Short-term rental,No
Markland Wood,Private room,61,1,56,2,Etobicoke,Short-term rental,Yes
Henry Farm,Entire home/apt,250,5,364,1,North York,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,185,2,340,2,Toronto,Short-term rental,Yes
Niagara,Entire home/apt,79,28,40,3,Toronto,Short-term rental,No
Trinity Bellwoods,Private room,75,28,1,1,Toronto,Short-term rental,No
Palmerston Little Italy,Entire home/apt,117,28,281,4,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,250,28,122,5,Toronto,Short-term rental,No
North St James Town,Entire home/apt,250,28,260,6,Toronto,Short-term rental,Yes
Little Portugal,Entire home/apt,160,7,47,2,Toronto,Short-term rental,Yes
Newtonbrook West,Private room,31,28,354,1,North York,Short-term rental,No
Islington City Centre West,Entire home/apt,175,28,79,8,Etobicoke,Short-term rental,Yes
Clanton Park,Private room,70,28,156,2,North York,Short-term rental,Yes
Moss Park,Entire home/apt,599,3,51,6,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,92,28,203,2,Toronto,Short-term rental,No
Taylor Massey,Entire home/apt,244,1,237,8,Toronto,Short-term rental,Yes
Old East York,Entire home/apt,175,2,255,2,East York,Short-term rental,Yes
The Beaches,Entire home/apt,1195,2,40,12,Toronto,Short-term rental,Yes
Banbury Don Mills,Private room,159,1,364,6,North York,Short-term rental,Yes
Church Yonge Corridor,Private room,67,90,313,1,Toronto,Long-term rental,No
Banbury Don Mills,Private room,49,28,281,1,North York,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,130,28,96,4,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,199,28,365,4,Toronto,Short-term rental,No
Niagara,Entire home/apt,162,2,134,4,Toronto,Short-term rental,Yes
Greenwood Coxwell,Entire home/apt,112,28,338,2,Toronto,Short-term rental,No
Beechborough Greenbrook,Entire home/apt,135,28,365,4,Toronto,Short-term rental,No
Moss Park,Private room,55,199,136,1,Toronto,Long-term rental,No
Willowdale East,Private room,42,1,155,1,North York,Short-term rental,Yes
Islington City Centre West,Entire home/apt,80,7,46,2,Etobicoke,Short-term rental,Yes
South Parkdale,Entire home/apt,285,3,154,6,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,150,30,0,5,Toronto,Long-term rental,No
Church Yonge Corridor,Entire home/apt,124,28,180,2,Toronto,Short-term rental,No
West Humber Clairville,Private room,28,28,0,1,Etobicoke,Short-term rental,No
O Connor Parkview,Entire home/apt,113,30,364,3,East York,Long-term rental,No
Newtonbrook West,Entire home/apt,120,28,316,4,North York,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,31,30,365,2,Toronto,Long-term rental,No
Waterfront Communities The Island,Entire home/apt,349,28,313,2,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,41,28,83,4,Toronto,Short-term rental,Yes
Trinity Bellwoods,Entire home/apt,195,28,364,2,Toronto,Short-term rental,Yes
Islington City Centre West,Entire home/apt,91,28,243,4,Etobicoke,Short-term rental,No
Annex,Entire home/apt,100,28,1,4,Toronto,Short-term rental,No
Niagara,Private room,303,28,120,4,Toronto,Short-term rental,Yes
Niagara,Entire home/apt,165,1,3,3,Toronto,Short-term rental,Yes
Rosedale Moore Park,Private room,89,28,157,2,Toronto,Short-term rental,Yes
Stonegate Queensway,Entire home/apt,170,28,142,4,Toronto,Short-term rental,Yes
Greenwood Coxwell,Private room,45,28,18,2,Toronto,Short-term rental,No
Greenwood Coxwell,Private room,46,28,119,1,Toronto,Short-term rental,No
Moss Park,Entire home/apt,243,7,96,2,Toronto,Short-term rental,Yes
University,Private room,135,28,0,4,Toronto,Short-term rental,No
Danforth East York,Entire home/apt,160,28,365,4,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,251,3,16,5,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,828,2,31,12,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,132,28,202,4,Toronto,Short-term rental,No
Brookhaven Amesbury,Private room,44,31,289,1,North York,Long-term rental,No
Waterfront Communities The Island,Entire home/apt,135,2,76,2,Toronto,Short-term rental,Yes
East End Danforth,Entire home/apt,130,60,362,3,Toronto,Long-term rental,No
Palmerston Little Italy,Entire home/apt,225,28,110,3,Toronto,Short-term rental,Yes
Willowdale East,Entire home/apt,120,28,145,3,North York,Short-term rental,No
Willowdale East,Entire home/apt,110,28,52,3,North York,Short-term rental,No
Centennial Scarborough,Entire home/apt,254,2,179,6,Etobicoke,Short-term rental,Yes
Brookhaven Amesbury,Private room,45,31,313,1,North York,Long-term rental,No
Trinity Bellwoods,Private room,145,1,16,1,Toronto,Short-term rental,Yes
Mount Pleasant West,Entire home/apt,300,28,364,6,Toronto,Short-term rental,No
Willowridge Martingrove Richview,Private room,90,3,28,2,Etobicoke,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,290,1,177,4,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,189,4,61,2,Toronto,Short-term rental,Yes
Mount Pleasant West,Entire home/apt,120,28,52,4,Toronto,Short-term rental,No
Kensington Chinatown,Entire home/apt,236,1,18,4,Toronto,Short-term rental,Yes
Eglinton East,Entire home/apt,100,28,304,4,Scarborough,Short-term rental,Yes
Pleasant View,Private room,30,28,252,1,North York,Short-term rental,No
Runnymede Bloor West Village,Entire home/apt,133,28,281,4,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,389,1,330,3,Toronto,Short-term rental,Yes
Bay Street Corridor,Entire home/apt,288,28,180,2,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,120,28,295,4,Toronto,Short-term rental,No
Taylor Massey,Entire home/apt,44,31,0,4,Toronto,Long-term rental,No
Bendale,Entire home/apt,207,28,363,10,Scarborough,Short-term rental,No
Junction Area,Entire home/apt,70,28,247,2,Toronto,Short-term rental,No
Mount Pleasant West,Private room,46,28,364,1,Toronto,Short-term rental,No
Wychwood,Entire home/apt,270,5,1,6,Toronto,Short-term rental,Yes
Little Portugal,Entire home/apt,105,120,82,2,Toronto,Long-term rental,Exempt
Niagara,Private room,94,4,271,2,Toronto,Short-term rental,Yes
Bedford Park Nortown,Private room,40,60,0,2,Toronto,Long-term rental,No
Annex,Entire home/apt,286,1,284,4,Toronto,Short-term rental,Yes
Wychwood,Entire home/apt,120,28,253,4,Toronto,Short-term rental,No
Bayview Woods Steeles,Entire home/apt,89,28,365,2,North York,Short-term rental,Yes
Willowdale West,Private room,33,30,38,2,North York,Long-term rental,No
New Toronto,Entire home/apt,1586,3,308,8,Etobicoke,Short-term rental,Yes
Dorset Park,Entire home/apt,109,28,308,4,Scarborough,Short-term rental,No
Eringate Centennial West Deane,Entire home/apt,85,1,27,2,Etobicoke,Short-term rental,Yes
Oakridge,Entire home/apt,91,2,214,2,Scarborough,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,170,1100,365,2,Toronto,Long-term rental,No
Greenwood Coxwell,Private room,130,2,13,2,Toronto,Short-term rental,Yes
Willowdale East,Private room,100,28,364,1,North York,Short-term rental,Yes
Bendale,Entire home/apt,90,28,298,4,Scarborough,Short-term rental,Yes
Trinity Bellwoods,Entire home/apt,290,28,243,4,Toronto,Short-term rental,Yes
Casa Loma,Entire home/apt,119,28,3,2,Toronto,Short-term rental,Yes
University,Private room,70,28,0,1,Toronto,Short-term rental,No
Parkwoods Donalda,Private room,76,1,174,2,North York,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,247,28,96,4,Toronto,Short-term rental,Yes
The Beaches,Private room,166,2,346,2,Toronto,Short-term rental,Yes
Danforth East York,Entire home/apt,170,28,347,2,Toronto,Short-term rental,Yes
Lawrence Park South,Entire home/apt,189,28,364,4,Toronto,Short-term rental,No
Agincourt South Malvern West,Private room,75,28,357,2,Scarborough,Short-term rental,Yes
Moss Park,Entire home/apt,125,28,290,2,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,249,28,331,4,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,464,30,364,8,Toronto,Long-term rental,No
Waterfront Communities The Island,Entire home/apt,175,30,83,6,Toronto,Long-term rental,No
Rockcliffe Smythe,Entire home/apt,72,28,36,3,York,Short-term rental,Yes
Corso Italia Davenport,Entire home/apt,110,28,160,3,Toronto,Short-term rental,No
High Park North,Private room,70,1,103,2,Toronto,Short-term rental,Yes
Bedford Park Nortown,Entire home/apt,353,3,133,8,Toronto,Short-term rental,Yes
Moss Park,Entire home/apt,533,2,334,8,Toronto,Short-term rental,Yes
Mount Pleasant East,Private room,207,28,357,7,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,99,28,0,2,Toronto,Short-term rental,No
Willowdale East,Entire home/apt,180,28,65,2,North York,Short-term rental,Yes
Mimico (Includes Humber Bay Shores),Entire home/apt,248,28,364,2,Etobicoke,Short-term rental,No
Mimico (Includes Humber Bay Shores),Entire home/apt,275,3,97,4,Etobicoke,Short-term rental,Yes
Annex,Entire home/apt,135,28,292,2,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,233,2,148,3,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,590,28,270,5,Toronto,Short-term rental,No
Mount Pleasant West,Entire home/apt,65,28,0,2,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,582,28,357,6,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,213,28,0,6,Toronto,Short-term rental,No
Weston,Shared room,135,28,173,2,York,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,449,28,295,4,Toronto,Short-term rental,Yes
Markland Wood,Private room,61,5,131,2,Etobicoke,Short-term rental,Yes
Annex,Entire home/apt,300,2,106,4,Toronto,Short-term rental,Yes
Roncesvalles,Entire home/apt,91,28,343,3,Toronto,Short-term rental,No
Pleasant View,Entire home/apt,40,28,10,2,North York,Short-term rental,Yes
Moss Park,Entire home/apt,275,4,194,2,Toronto,Short-term rental,Yes
South Parkdale,Entire home/apt,300,3,67,2,Toronto,Short-term rental,Yes
Church Yonge Corridor,Entire home/apt,159,28,333,4,Toronto,Short-term rental,No
Mount Pleasant West,Entire home/apt,150,28,76,2,Toronto,Short-term rental,Yes
Moss Park,Entire home/apt,457,2,358,2,Toronto,Short-term rental,Yes
Yonge St Clair,Entire home/apt,655,2,86,6,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,250,28,365,3,Toronto,Short-term rental,Yes
Woburn,Entire home/apt,189,2,346,6,Scarborough,Short-term rental,Yes
Brookhaven Amesbury,Entire home/apt,314,1,235,6,North York,Short-term rental,Yes
Niagara,Private room,96,3,176,2,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,79,30,187,2,Toronto,Long-term rental,No
Mount Pleasant West,Entire home/apt,65,31,187,2,Toronto,Long-term rental,No
Roncesvalles,Entire home/apt,375,2,19,6,Toronto,Short-term rental,Yes
Moss Park,Entire home/apt,100,28,313,2,Toronto,Short-term rental,No
Waterfront Communities The Island,Private room,100,31,173,2,Toronto,Long-term rental,No
Newtonbrook East,Entire home/apt,139,28,277,6,North York,Short-term rental,No
Clairlea Birchmount,Private room,71,1,351,2,Scarborough,Short-term rental,Yes
Niagara,Entire home/apt,20,28,82,6,Toronto,Short-term rental,Yes
Lawrence Park South,Entire home/apt,501,28,365,6,Toronto,Short-term rental,Yes
Mount Pleasant West,Entire home/apt,359,2,193,6,Toronto,Short-term rental,Yes
Greenwood Coxwell,Entire home/apt,130,2,9,2,Toronto,Short-term rental,Yes
Don Valley Village,Private room,110,7,337,1,North York,Short-term rental,Yes
Moss Park,Private room,55,45,0,1,Toronto,Long-term rental,No
Bayview Village,Private room,92,28,60,2,North York,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,200,28,94,5,Toronto,Short-term rental,No
Kensington Chinatown,Shared room,70,1,364,1,Toronto,Short-term rental,Exempt
Willowdale East,Entire home/apt,110,28,180,4,North York,Short-term rental,No
Cabbagetown South St James Town,Entire home/apt,1500,28,0,6,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,443,28,121,5,Toronto,Short-term rental,Yes
Bathurst Manor,Private room,214,28,90,2,North York,Short-term rental,Yes
Rockcliffe Smythe,Entire home/apt,180,28,70,6,York,Short-term rental,Yes
Bay Street Corridor,Entire home/apt,130,30,191,2,Toronto,Long-term rental,No
Islington City Centre West,Private room,46,28,189,1,Etobicoke,Short-term rental,No
Mount Dennis,Entire home/apt,260,28,326,8,York,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,170,28,35,4,Toronto,Short-term rental,No
Kensington Chinatown,Shared room,70,1,365,1,Toronto,Short-term rental,Exempt
High Park North,Entire home/apt,220,2,16,7,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,263,3,90,2,Toronto,Short-term rental,Yes
Beechborough Greenbrook,Entire home/apt,179,28,352,4,Toronto,Short-term rental,Yes
Willowdale West,Private room,41,28,196,2,North York,Short-term rental,No
Dovercourt Wallace Emerson Junction,Private room,125,1,123,2,Toronto,Short-term rental,Yes
Niagara,Entire home/apt,407,28,68,6,Toronto,Short-term rental,Yes
Kensington Chinatown,Entire home/apt,120,28,128,2,Toronto,Short-term rental,No
Black Creek,Entire home/apt,150,3,291,2,Toronto,Short-term rental,Yes
Mimico (Includes Humber Bay Shores),Entire home/apt,97,180,313,3,Etobicoke,Long-term rental,No
East End Danforth,Entire home/apt,320,6,12,3,Toronto,Short-term rental,Yes
The Beaches,Entire home/apt,106,28,365,2,Toronto,Short-term rental,No
Moss Park,Private room,69,28,313,1,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,425,3,44,5,Toronto,Short-term rental,Yes
Niagara,Entire home/apt,485,120,267,2,Toronto,Long-term rental,No
Westminster Branson,Private room,70,60,157,2,North York,Long-term rental,No
Weston Pellam Park,Private room,74,1,175,2,York,Short-term rental,Yes
St Andrew Windfields,Private room,650,28,364,1,Toronto,Short-term rental,Exempt
Willowdale West,Private room,35,28,137,1,North York,Short-term rental,No
Church Yonge Corridor,Entire home/apt,118,180,334,2,Toronto,Long-term rental,Yes
Church Yonge Corridor,Entire home/apt,300,3,0,4,Toronto,Short-term rental,Yes
St Andrew Windfields,Private room,39,28,279,1,Toronto,Short-term rental,No
Bay Street Corridor,Entire home/apt,95,28,114,2,Toronto,Short-term rental,Yes
University,Entire home/apt,55,31,284,2,Toronto,Long-term rental,No
University,Entire home/apt,147,31,213,6,Toronto,Long-term rental,No
Victoria Village,Entire home/apt,158,28,281,6,North York,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,493,28,363,3,Toronto,Short-term rental,No
Cabbagetown South St James Town,Private room,163,2,56,2,Toronto,Short-term rental,Yes
Westminster Branson,Entire home/apt,124,2,328,2,North York,Short-term rental,Yes
Annex,Entire home/apt,114,31,337,2,Toronto,Long-term rental,No
Waterfront Communities The Island,Entire home/apt,150,30,365,2,Toronto,Long-term rental,No
Palmerston Little Italy,Private room,109,1,274,2,Toronto,Short-term rental,Yes
Willowdale East,Private room,43,1,154,1,North York,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,133,30,37,3,Toronto,Long-term rental,No
Bay Street Corridor,Entire home/apt,75,28,128,2,Toronto,Short-term rental,Yes
Downsview Roding Cfb,Entire home/apt,528,28,204,8,North York,Short-term rental,Yes
Bay Street Corridor,Private room,221,1,20,4,Toronto,Short-term rental,Yes
Annex,Entire home/apt,117,28,364,2,Toronto,Short-term rental,No
Banbury Don Mills,Entire home/apt,428,1,356,6,North York,Short-term rental,Yes
University,Entire home/apt,172,2,14,2,Toronto,Short-term rental,Yes
Alderwood,Entire home/apt,120,28,0,6,Etobicoke,Short-term rental,No
Hillcrest Village,Entire home/apt,229,28,313,5,North York,Short-term rental,Yes
Kensington Chinatown,Private room,65,28,1,1,Toronto,Short-term rental,No
Kensington Chinatown,Private room,55,28,29,1,Toronto,Short-term rental,No
Bayview Woods Steeles,Entire home/apt,180,28,342,6,North York,Short-term rental,No
Bathurst Manor,Entire home/apt,100,30,340,2,North York,Long-term rental,No
Waterfront Communities The Island,Entire home/apt,371,2,4,5,Toronto,Short-term rental,Yes
